NUMBER	DATE	GRID	SPECIES	X	Y	WEIGHT	TOE	SX	SEXCON	FLAGS
46193	22/11/2005	MOSA	MN	30	A	45	7//6207080	M	SV	      
46194	22/11/2005	MOSA	MN	13	F	26	7//6304070	M	AN	      
46195	22/11/2005	MOSA	TA	6	I	56	7//6305070	M	AN	      
46196	22/11/2005	MOSA	MN	27	B	25	7//64070100	F	CSN	      
46197	22/11/2005	MOSA	MN	27	C	23	7//6407090	M	AN	      
46198	22/11/2005	MOSA	MN	28	G	30	7//64080100	M	AN	      
46199	22/11/2005	MOSA	MN	20	A	30	7//6408090	M	AN	      
46200	22/11/2005	MOSA	MN	28	H	35	7//64090100	M	AN	      
46201	22/11/2005	MOSA	MN	27	H	21	7//65060100	M	AN	      
46202	22/11/2005	MOSA	MN	27	A	26	7//6506070	F	CSN	      
46203	22/11/2005	MOSA	MN	27	D	27	7//6506080	M	AN	      
46204	22/11/2005	MOSA	MN	28	F	28	7//6506090	M	AN	      
46205	22/11/2005	MOSA	MN	26	G	48	7//65070100	M	SV	      
46206	22/11/2005	MOSA	MN	26	F	27	7//6507080	F	CSN	      
46207	22/11/2005	MOSA	MN	26	B	20	7//6507090	F	CSN	      
46208	22/11/2005	MOSA	MN	29	G	26	7//65080100	M	AN	      
46209	22/11/2005	MOSA	MN	26	A	31	7//6508090	M	AN	      
46210	22/11/2005	MOSA	MN	29	B	25	7//65090100	M	AN	      
46211	22/11/2005	MOSA	MN	9	E	18	7//71020100	M	AN	      
46212	22/11/2005	MOSA	MN	29	E	23	7//7102060	F	CSN	      
46213	22/11/2005	MOSA	MN	29	A	23	7//7102070	F	CSN	      
46214	22/11/2005	MOSA	MN	4	I	22	7//7102080	M	AN	      
46215	22/11/2005	MOSA	MN	5	I	18	7//7102090	M	AN	      
46216	22/11/2005	MOSA	MN	7	G	45	7//71030100	M	SV	      
46217	22/11/2005	MOSA	MN	8	I	23	7//7103060	M	AN	      
46218	22/11/2005	MOSA	MN	6	J	25	7//7103070	F	CSN	      
46219	22/11/2005	MOSA	MN	7	J	49	7//7103080	M	SV	      
46220	22/11/2005	MOSA	MN	9	I	44	7//7103090	M	SV	      
46221	22/11/2005	MOSA	MN	7	C	23	7//71040100	M	AN	      
46222	22/11/2005	MOSA	MN	5	J	30	7//7104060	M	AN	      
46223	22/11/2005	MOSA	MN	7	F	21	7//7104070	F	CSN	      
46224	22/11/2005	MOSA	MN	6	F	23	7//7104080	F	CSN	      
46225	22/11/2005	MOSA	MN	8	D	40	7//7104090	F	CSN	      
46226	22/11/2005	MOSA	MN	4	A	24	7//71050100	M	AN	      
46227	22/11/2005	MOSA	MN	6	C	23	7//7105060	F	CSN	      
46228	22/11/2005	MOSA	MN	5	D	24	7//7105070	F	CSN	      
46229	22/11/2005	MOSA	TA	8	A	80	7//7105080	M	SV	      
46230	22/11/2005	MOSA	MN	8	C	25	7//7105090	M	AN	      
46231	22/11/2005	MOSA	MN	2	I	27	7//71060100	F	CSN	      
46232	22/11/2005	MOSA	MN	5	B	23	7//7106070	F	CSN	      
46233	22/11/2005	MOSA	MN	10	G	35	7//7106080	M	AN	      
46234	22/11/2005	MOSA	MN	2	G	24	7//7106090	M	AN	      
46235	22/11/2005	MOSA	MN	2	D	26	7//71070100	F	CSN	      
46236	22/11/2005	MOSA	MN	10	I	30	7//7107080	M	AN	      
